text,font_size,bold,italic,y_position,page_number,label,lang
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,12.87,0,0,353.76,30,Other,hi
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,11.43,0,0,282.79,28,Other,de
Kapitel 13: Einführung in etwas,20.17,1,1,246.91,35,Title,de
8.7 उप अनुभाग,15.19,1,0,184.16,25,H2,hi
Ceci est une phrase d'exemple en français sur un certain sujet.,11.7,1,1,385.93,40,Other,fr
This is an example sentence in English about a certain topic.,11.29,0,1,625.65,25,Other,en
This is an example sentence in English about a certain topic.,10.41,0,1,672.41,5,Other,en
20.14 Unterabschnitt,14.92,0,0,110.03,12,H2,de
Ceci est une phrase d'exemple en français sur un certain sujet.,11.03,0,0,423.89,22,Other,fr
20. Section principale,18.72,1,1,405.04,6,H1,fr
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,12.7,0,0,758.29,34,Other,de
12.10 उप अनुभाग,16.08,1,0,472.42,30,H2,hi
This is an example sentence in English about a certain topic.,10.93,0,0,757.32,7,Other,en
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,10.18,0,1,756.8,21,Other,de
This is an example sentence in English about a certain topic.,12.83,0,1,752.73,8,Other,en
Esta es una frase de ejemplo en español sobre un tema determinado.,10.47,0,0,336.6,28,Other,es
2.10 Sous-section,16.53,1,0,643.28,11,H2,fr
1.4.12 Sección anidada,12.55,0,1,477.52,21,H3,es
Ceci est une phrase d'exemple en français sur un certain sujet.,12.11,0,0,90.19,6,Other,fr
This is an example sentence in English about a certain topic.,11.41,0,0,270.91,14,Other,en
Capítulo 6: Introducción a algo,21.56,1,1,179.85,15,Title,es
16.9.6 नेस्टेड अनुभाग,12.72,1,1,555.5,28,H3,hi
Ceci est une phrase d'exemple en français sur un certain sujet.,13.34,1,0,392.27,34,Other,fr
This is an example sentence in English about a certain topic.,12.55,0,1,310.66,0,Other,en
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,10.45,0,1,198.82,11,Other,de
Ceci est une phrase d'exemple en français sur un certain sujet.,12.43,0,0,278.2,17,Other,fr
This is an example sentence in English about a certain topic.,13.42,1,0,183.77,4,Other,en
16.15 Unterabschnitt,17.34,0,0,728.08,27,H2,de
16.3.8 Verschachtelter Abschnitt,13.07,0,1,145.62,19,H3,de
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,13.69,1,0,656.02,24,Other,hi
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,10.65,0,0,163.87,40,Other,de
17.7 Subsección,16.68,1,1,638.05,36,H2,es
8.2.8 Nested Section,14.77,0,1,117.75,38,H3,en
Ceci est une phrase d'exemple en français sur un certain sujet.,12.99,0,0,279.53,7,Other,fr
This is an example sentence in English about a certain topic.,13.51,0,1,464.68,0,Other,en
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,10.11,0,0,706.36,36,Other,hi
5. मुख्य अनुभाग,19.95,1,1,404.11,22,H1,hi
13.6.5 नेस्टेड अनुभाग,15.13,1,1,474.96,14,H3,hi
13.9 Subsección,15.48,0,1,108.29,14,H2,es
3.3.9 Sección anidada,15.12,1,0,308.16,5,H3,es
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,13.56,1,0,671.79,17,Other,hi
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,13.41,1,0,81.37,2,Other,de
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,12.25,0,0,482.16,25,Other,hi
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,13.17,1,1,560.65,10,Other,de
2. Section principale,16.96,1,0,170.15,37,H1,fr
Esta es una frase de ejemplo en español sobre un tema determinado.,12.99,0,0,581.64,10,Other,es
This is an example sentence in English about a certain topic.,13.25,0,0,262.92,32,Other,en
9.15.2 नेस्टेड अनुभाग,15.89,1,0,561.2,37,H3,hi
8.9.12 Nested Section,12.13,1,0,124.6,3,H3,en
5. Hauptabschnitt,17.02,1,0,430.59,8,H1,de
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,10.5,0,0,95.83,18,Other,hi
20. Sección principal,17.5,1,0,394.97,15,H1,es
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,12.52,1,1,468.86,36,Other,hi
Esta es una frase de ejemplo en español sobre un tema determinado.,13.13,1,0,489.36,37,Other,es
Ceci est une phrase d'exemple en français sur un certain sujet.,13.81,0,0,549.62,33,Other,fr
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,10.91,0,0,91.84,5,Other,hi
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,12.44,0,0,375.25,39,Other,hi
This is an example sentence in English about a certain topic.,12.61,1,0,426.66,27,Other,en
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,13.42,1,0,499.57,32,Other,hi
This is an example sentence in English about a certain topic.,11.73,1,0,220.71,37,Other,en
16.11 Unterabschnitt,14.22,1,0,704.27,35,H2,de
18.9.8 Sección anidada,15.66,1,0,590.68,12,H3,es
7.6 Subsection,17.1,0,1,79.02,38,H2,en
9.9.6 Section imbriquée,12.68,0,0,185.85,30,H3,fr
Ceci est une phrase d'exemple en français sur un certain sujet.,10.88,0,1,573.13,35,Other,fr
7.12 Unterabschnitt,17.94,0,1,135.67,34,H2,de
17. Section principale,17.72,1,0,601.56,15,H1,fr
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,12.01,1,0,624.01,19,Other,de
19. Hauptabschnitt,17.07,1,0,125.31,20,H1,de
6.8.6 Section imbriquée,14.21,1,0,150.49,14,H3,fr
Esta es una frase de ejemplo en español sobre un tema determinado.,13.61,1,0,303.02,16,Other,es
2.14 Subsection,15.12,0,1,512.72,5,H2,en
Ceci est une phrase d'exemple en français sur un certain sujet.,12.77,1,1,229.81,10,Other,fr
17.2 Subsection,14.22,0,0,627.45,30,H2,en
16.9.3 Section imbriquée,15.36,0,0,233.95,16,H3,fr
This is an example sentence in English about a certain topic.,12.36,1,0,647.25,18,Other,en
Esta es una frase de ejemplo en español sobre un tema determinado.,11.19,0,0,622.64,30,Other,es
17.14.10 Sección anidada,12.13,0,0,381.79,36,H3,es
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,12.98,0,0,717.49,8,Other,hi
5.13.7 नेस्टेड अनुभाग,15.12,0,0,755.48,6,H3,hi
Esta es una frase de ejemplo en español sobre un tema determinado.,11.56,1,1,70.71,10,Other,es
11.4.2 Verschachtelter Abschnitt,14.41,0,0,713.03,4,H3,de
13.9.11 Nested Section,15.86,0,0,563.98,0,H3,en
20.2 उप अनुभाग,17.72,1,0,421.15,15,H2,hi
9.9 Sous-section,16.97,1,0,138.93,12,H2,fr
अध्याय 2: किसी विषय का परिचय,24.81,1,1,456.61,38,Title,hi
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,10.21,0,0,603.02,33,Other,hi
Esta es una frase de ejemplo en español sobre un tema determinado.,11.58,0,1,548.38,31,Other,es
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,12.35,0,0,458.69,27,Other,hi
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,10.83,0,0,367.28,0,Other,hi
5.2.9 Section imbriquée,13.67,1,0,153.43,34,H3,fr
5.6 Subsection,15.3,0,0,639.95,18,H2,en
Ceci est une phrase d'exemple en français sur un certain sujet.,13.55,0,0,478.85,3,Other,fr
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,10.76,0,0,189.4,29,Other,de
Esta es una frase de ejemplo en español sobre un tema determinado.,10.02,1,0,448.06,9,Other,es
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,13.61,1,0,83.2,36,Other,hi
Esta es una frase de ejemplo en español sobre un tema determinado.,10.81,0,0,615.16,15,Other,es
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,11.62,0,0,576.39,26,Other,hi
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,13.97,0,0,504.43,27,Other,hi
1. Sección principal,17.17,0,0,137.79,35,H1,es
Esta es una frase de ejemplo en español sobre un tema determinado.,12.3,0,1,373.7,7,Other,es
Esta es una frase de ejemplo en español sobre un tema determinado.,13.54,0,0,510.7,28,Other,es
Ceci est une phrase d'exemple en français sur un certain sujet.,11.32,0,0,206.64,17,Other,fr
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,13.15,0,1,331.45,39,Other,de
4. Hauptabschnitt,18.29,1,1,422.98,40,H1,de
Esta es una frase de ejemplo en español sobre un tema determinado.,11.02,1,0,738.45,38,Other,es
Ceci est une phrase d'exemple en français sur un certain sujet.,12.62,0,1,672.67,10,Other,fr
This is an example sentence in English about a certain topic.,11.69,0,1,334.13,6,Other,en
16.5.9 Section imbriquée,12.77,0,0,545.04,17,H3,fr
18. Hauptabschnitt,16.11,1,0,70.03,23,H1,de
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,12.95,1,0,348.44,8,Other,hi
5.4 उप अनुभाग,17.25,0,0,734.52,7,H2,hi
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,13.9,0,0,542.68,36,Other,de
4.3.4 Section imbriquée,12.65,0,0,366.62,26,H3,fr
This is an example sentence in English about a certain topic.,11.93,1,1,597.38,30,Other,en
6. Sección principal,17.78,1,1,225.77,31,H1,es
7.4 Sous-section,15.87,0,0,384.81,9,H2,fr
19.3 Sous-section,17.05,0,1,711.2,35,H2,fr
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,11.46,0,0,576.89,25,Other,de
12.15 Subsection,14.07,0,0,536.1,6,H2,en
7.9 उप अनुभाग,16.06,1,0,344.86,39,H2,hi
20.15.1 Nested Section,15.19,0,0,781.33,1,H3,en
7. Sección principal,16.69,1,0,494.71,36,H1,es
14.1 उप अनुभाग,15.59,0,1,315.67,23,H2,hi
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,10.9,0,0,119.35,4,Other,de
1.11.11 Section imbriquée,13.09,0,1,91.94,21,H3,fr
2.9.2 नेस्टेड अनुभाग,15.41,0,1,268.45,17,H3,hi
17.3 Subsection,14.48,1,1,403.95,40,H2,en
Esta es una frase de ejemplo en español sobre un tema determinado.,11.61,0,0,637.25,16,Other,es
17. Major Section,18.6,1,0,517.58,4,H1,en
15.9 Sous-section,15.92,0,1,200.86,37,H2,fr
10.5 Sous-section,16.55,0,0,407.62,17,H2,fr
Ceci est une phrase d'exemple en français sur un certain sujet.,12.19,0,0,694.82,26,Other,fr
Ceci est une phrase d'exemple en français sur un certain sujet.,11.77,0,1,115,23,Other,fr
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,12.89,0,1,306.8,2,Other,hi
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,13.76,0,0,736.04,38,Other,de
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,12.37,0,0,289.72,40,Other,hi
This is an example sentence in English about a certain topic.,11.78,0,0,89.64,39,Other,en
14.3.9 Verschachtelter Abschnitt,14.39,0,0,653.82,3,H3,de
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,11.56,0,0,407.86,33,Other,de
6.15 Subsection,16.97,0,0,443.86,9,H2,en
Esta es una frase de ejemplo en español sobre un tema determinado.,11.16,0,0,682,18,Other,es
Esta es una frase de ejemplo en español sobre un tema determinado.,13.5,0,0,374.35,39,Other,es
Esta es una frase de ejemplo en español sobre un tema determinado.,12.55,0,0,123.84,10,Other,es
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,11.51,0,1,344.13,10,Other,hi
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,11.3,0,0,286.46,7,Other,hi
Esta es una frase de ejemplo en español sobre un tema determinado.,13.72,1,1,157.1,34,Other,es
15. Sección principal,17.49,1,0,733.95,22,H1,es
2.11.4 Verschachtelter Abschnitt,12.16,0,0,178.38,13,H3,de
Esta es una frase de ejemplo en español sobre un tema determinado.,13.2,1,0,729.33,21,Other,es
5. Sección principal,17.03,0,0,492.47,21,H1,es
This is an example sentence in English about a certain topic.,11.66,0,0,532.25,20,Other,en
7. Sección principal,19.46,0,1,735.9,24,H1,es
11.8 Unterabschnitt,15.57,1,0,700.05,13,H2,de
Capítulo 18: Introducción a algo,23.91,1,0,788.83,7,Title,es
4.12.10 Sección anidada,13.93,0,0,649.77,9,H3,es
Esta es una frase de ejemplo en español sobre un tema determinado.,12.75,0,1,430.06,32,Other,es
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,13.26,0,0,222.77,30,Other,de
Esta es una frase de ejemplo en español sobre un tema determinado.,10.07,0,1,155.66,10,Other,es
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,12.06,0,1,740.1,7,Other,de
3. Section principale,18.85,0,0,450.34,21,H1,fr
15.9 Subsection,14.25,0,1,783.27,22,H2,en
Ceci est une phrase d'exemple en français sur un certain sujet.,12.09,0,0,653.58,35,Other,fr
11.11.9 Verschachtelter Abschnitt,15.61,1,1,233.86,12,H3,de
19. Hauptabschnitt,18.94,1,1,192.86,38,H1,de
10.8.10 Verschachtelter Abschnitt,15.34,0,0,343.3,30,H3,de
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,10.17,1,0,342.33,32,Other,de
Esta es una frase de ejemplo en español sobre un tema determinado.,10.23,0,0,455.88,28,Other,es
This is an example sentence in English about a certain topic.,11.13,1,0,549,31,Other,en
Esta es una frase de ejemplo en español sobre un tema determinado.,12.3,1,1,434.09,19,Other,es
7.2 Sous-section,14.99,0,0,244.03,2,H2,fr
2. Sección principal,17.64,1,0,190.84,27,H1,es
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,12,0,0,485.6,2,Other,hi
10.12.5 Verschachtelter Abschnitt,14.09,0,0,111.13,11,H3,de
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,12.57,1,0,187.56,33,Other,hi
10. Major Section,18.73,0,0,557.71,16,H1,en
15. Sección principal,18.85,1,1,644.79,19,H1,es
14. Major Section,16.02,1,0,779.42,21,H1,en
Esta es una frase de ejemplo en español sobre un tema determinado.,10.85,1,0,496.51,26,Other,es
20.8.5 Verschachtelter Abschnitt,12.52,1,1,312.2,34,H3,de
4.3 Sous-section,14.88,0,0,125.59,34,H2,fr
16.2 Subsección,16.33,0,1,703.14,8,H2,es
3.11.2 Sección anidada,13.84,1,0,224.88,39,H3,es
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,13.6,0,1,701.31,1,Other,hi
Ceci est une phrase d'exemple en français sur un certain sujet.,10.81,0,0,488.28,5,Other,fr
17.14 उप अनुभाग,15.06,0,0,283.22,27,H2,hi
13.6.4 नेस्टेड अनुभाग,13.18,0,0,392.61,1,H3,hi
6.3.4 नेस्टेड अनुभाग,14.56,1,0,284.4,1,H3,hi
6.5 Subsection,15.56,1,0,66.01,16,H2,en
16.5 Unterabschnitt,17.08,1,0,225.14,23,H2,de
Esta es una frase de ejemplo en español sobre un tema determinado.,10.27,0,1,725.24,20,Other,es
Ceci est une phrase d'exemple en français sur un certain sujet.,10.42,0,0,310.63,30,Other,fr
This is an example sentence in English about a certain topic.,13.32,1,1,627.52,36,Other,en
This is an example sentence in English about a certain topic.,12.24,1,0,191.15,24,Other,en
